Sexo;Isla;Edad;Periodo;Total
Hombres;Menorca;De 25 a 34 años;2021;188
Hombres;Menorca;De 35 a 44 años;2023;294
Hombres;Menorca;De 35 a 44 años;2022;249
Hombres;Menorca;De 35 a 44 años;2021;182
Hombres;Menorca;De 45 a 54 años;2023;211
Hombres;Menorca;De 45 a 54 años;2022;189
Hombres;Menorca;De 45 a 54 años;2021;138
Hombres;Menorca;De 55 a 64 años;2023;133
Hombres;Menorca;De 55 a 64 años;2022;110
Hombres;Menorca;De 55 a 64 años;2021;107
Hombres;Menorca;65 y más años;2023;93
Hombres;Menorca;65 y más años;2022;79
Hombres;Menorca;65 y más años;2021;99
Mujeres;35 Palmas, Las;Total;2023;15.168
Mujeres;35 Palmas, Las;Total;2022;14.017
Mujeres;35 Palmas, Las;Total;2021;10.662
Mujeres;35 Palmas, Las;De 0 a 15 años;2023;2.156
Mujeres;35 Palmas, Las;De 0 a 15 años;2022;2.010
Mujeres;35 Palmas, Las;De 0 a 15 años;2021;1.369
Mujeres;35 Palmas, Las;De 16 a 24 años;2023;2.358
Mujeres;35 Palmas, Las;De 16 a 24 años;2022;2.104
Mujeres;35 Palmas, Las;De 16 a 24 años;2021;1.693
Mujeres;35 Palmas, Las;De 25 a 34 años;2023;3.217
Mujeres;35 Palmas, Las;De 25 a 34 años;2022;2.883
Mujeres;35 Palmas, Las;De 25 a 34 años;2021;2.090
Mujeres;35 Palmas, Las;De 35 a 44 años;2023;2.542
Mujeres;35 Palmas, Las;De 35 a 44 años;2022;2.440
Mujeres;35 Palmas, Las;De 35 a 44 años;2021;1.634
Mujeres;35 Palmas, Las;De 45 a 54 años;2023;2.014
Mujeres;35 Palmas, Las;De 45 a 54 años;2022;2.003
Mujeres;35 Palmas, Las;De 45 a 54 años;2021;1.464
Mujeres;35 Palmas, Las;De 55 a 64 años;2023;1.586
Mujeres;35 Palmas, Las;De 55 a 64 años;2022;1.417
Mujeres;35 Palmas, Las;De 55 a 64 años;2021;1.243
Mujeres;35 Palmas, Las;65 y más años;2023;1.295
Mujeres;35 Palmas, Las;65 y más años;2022;1.160
Mujeres;35 Palmas, Las;65 y más años;2021;1.169
Mujeres;Fuerteventura;Total;2023;3.074
Mujeres;Fuerteventura;Total;2022;3.117
Mujeres;Fuerteventura;Total;2021;2.232
Mujeres;Fuerteventura;De 0 a 15 años;2023;354
Mujeres;Fuerteventura;De 0 a 15 años;2022;345
Mujeres;Fuerteventura;De 0 a 15 años;2021;223
Mujeres;Fuerteventura;De 16 a 24 años;2023;479
Mujeres;Fuerteventura;De 16 a 24 años;2022;493
Mujeres;Fuerteventura;De 16 a 24 años;2021;308
Mujeres;Fuerteventura;De 25 a 34 años;2023;665
Mujeres;Fuerteventura;De 25 a 34 años;2022;648
Mujeres;Fuerteventura;De 25 a 34 años;2021;420
Mujeres;Fuerteventura;De 35 a 44 años;2023;514
Mujeres;Fuerteventura;De 35 a 44 años;2022;525
Mujeres;Fuerteventura;De 35 a 44 años;2021;337
Mujeres;Fuerteventura;De 45 a 54 años;2023;431
Mujeres;Fuerteventura;De 45 a 54 años;2022;451
Mujeres;Fuerteventura;De 45 a 54 años;2021;313
Mujeres;Fuerteventura;De 55 a 64 años;2023;364
Mujeres;Fuerteventura;De 55 a 64 años;2022;380
Mujeres;Fuerteventura;De 55 a 64 años;2021;316
Mujeres;Fuerteventura;65 y más años;2023;267
Mujeres;Fuerteventura;65 y más años;2022;275
Mujeres;Fuerteventura;65 y más años;2021;315
Mujeres;Gran Canaria;Total;2023;8.696
Mujeres;Gran Canaria;Total;2022;7.937
Mujeres;Gran Canaria;Total;2021;6.409
Mujeres;Gran Canaria;De 0 a 15 años;2023;1.344
Mujeres;Gran Canaria;De 0 a 15 años;2022;1.272
Mujeres;Gran Canaria;De 0 a 15 años;2021;936
Mujeres;Gran Canaria;De 16 a 24 años;2023;1.340
Mujeres;Gran Canaria;De 16 a 24 años;2022;1.171
Mujeres;Gran Canaria;De 16 a 24 años;2021;1.089
Mujeres;Gran Canaria;De 25 a 34 años;2023;1.784
Mujeres;Gran Canaria;De 25 a 34 años;2022;1.586
Mujeres;Gran Canaria;De 25 a 34 años;2021;1.316
Mujeres;Gran Canaria;De 35 a 44 años;2023;1.445
Mujeres;Gran Canaria;De 35 a 44 años;2022;1.421
Mujeres;Gran Canaria;De 35 a 44 años;2021;988
Mujeres;Gran Canaria;De 45 a 54 años;2023;1.141
Mujeres;Gran Canaria;De 45 a 54 años;2022;1.107
Mujeres;Gran Canaria;De 45 a 54 años;2021;848
Mujeres;Gran Canaria;De 55 a 64 años;2023;874
Mujeres;Gran Canaria;De 55 a 64 años;2022;757
Mujeres;Gran Canaria;De 55 a 64 años;2021;658
Mujeres;Gran Canaria;65 y más años;2023;768
Mujeres;Gran Canaria;65 y más años;2022;623
Mujeres;Gran Canaria;65 y más años;2021;574
Mujeres;Lanzarote;Total;2023;3.398
Mujeres;Lanzarote;Total;2022;2.963
Mujeres;Lanzarote;Total;2021;2.021
Mujeres;Lanzarote;De 0 a 15 años;2023;458
Mujeres;Lanzarote;De 0 a 15 años;2022;393
Mujeres;Lanzarote;De 0 a 15 años;2021;210
Mujeres;Lanzarote;De 16 a 24 años;2023;539
Mujeres;Lanzarote;De 16 a 24 años;2022;440
Mujeres;Lanzarote;De 16 a 24 años;2021;296
Mujeres;Lanzarote;De 25 a 34 años;2023;768
Mujeres;Lanzarote;De 25 a 34 años;2022;649
Mujeres;Lanzarote;De 25 a 34 años;2021;354
Mujeres;Lanzarote;De 35 a 44 años;2023;583
Mujeres;Lanzarote;De 35 a 44 años;2022;494
Mujeres;Lanzarote;De 35 a 44 años;2021;309
Mujeres;Lanzarote;De 45 a 54 años;2023;442
Mujeres;Lanzarote;De 45 a 54 años;2022;445
Mujeres;Lanzarote;De 45 a 54 años;2021;303
Mujeres;Lanzarote;De 55 a 64 años;2023;348
Mujeres;Lanzarote;De 55 a 64 años;2022;280
Mujeres;Lanzarote;De 55 a 64 años;2021;269
Mujeres;Lanzarote;65 y más años;2023;260
Mujeres;Lanzarote;65 y más años;2022;262
Mujeres;Lanzarote;65 y más años;2021;280
Mujeres;38 Santa Cruz de Tenerife;Total;2023;16.104
Mujeres;38 Santa Cruz de Tenerife;Total;2022;16.675
Mujeres;38 Santa Cruz de Tenerife;Total;2021;12.096
Mujeres;38 Santa Cruz de Tenerife;De 0 a 15 años;2023;2.281
Mujeres;38 Santa Cruz de Tenerife;De 0 a 15 años;2022;2.345
Mujeres;38 Santa Cruz de Tenerife;De 0 a 15 años;2021;1.427
Mujeres;38 Santa Cruz de Tenerife;De 16 a 24 años;2023;2.292
Mujeres;38 Santa Cruz de Tenerife;De 16 a 24 años;2022;2.336
Mujeres;38 Santa Cruz de Tenerife;De 16 a 24 años;2021;1.630
Mujeres;38 Santa Cruz de Tenerife;De 25 a 34 años;2023;3.136
Mujeres;38 Santa Cruz de Tenerife;De 25 a 34 años;2022;3.261
Mujeres;38 Santa Cruz de Tenerife;De 25 a 34 años;2021;2.282
Mujeres;38 Santa Cruz de Tenerife;De 35 a 44 años;2023;2.726
Mujeres;38 Santa Cruz de Tenerife;De 35 a 44 años;2022;2.836
Mujeres;38 Santa Cruz de Tenerife;De 35 a 44 años;2021;1.806
Mujeres;38 Santa Cruz de Tenerife;De 45 a 54 años;2023;2.243
Mujeres;38 Santa Cruz de Tenerife;De 45 a 54 años;2022;2.316
Mujeres;38 Santa Cruz de Tenerife;De 45 a 54 años;2021;1.634
Mujeres;38 Santa Cruz de Tenerife;De 55 a 64 años;2023;1.819
Mujeres;38 Santa Cruz de Tenerife;De 55 a 64 años;2022;1.915
Mujeres;38 Santa Cruz de Tenerife;De 55 a 64 años;2021;1.600
Mujeres;38 Santa Cruz de Tenerife;65 y más años;2023;1.607
Mujeres;38 Santa Cruz de Tenerife;65 y más años;2022;1.666
Mujeres;38 Santa Cruz de Tenerife;65 y más años;2021;1.717
Mujeres;Gomera, La;Total;2023;386
Mujeres;Gomera, La;Total;2022;374
Mujeres;Gomera, La;Total;2021;285
Mujeres;Gomera, La;De 0 a 15 años;2023;51
Mujeres;Gomera, La;De 0 a 15 años;2022;45
Mujeres;Gomera, La;De 0 a 15 años;2021;41
Mujeres;Gomera, La;De 16 a 24 años;2023;46
Mujeres;Gomera, La;De 16 a 24 años;2022;47
Mujeres;Gomera, La;De 16 a 24 años;2021;25
Mujeres;Gomera, La;De 25 a 34 años;2023;66
Mujeres;Gomera, La;De 25 a 34 años;2022;68
Mujeres;Gomera, La;De 25 a 34 años;2021;39
Mujeres;Gomera, La;De 35 a 44 años;2023;59
Mujeres;Gomera, La;De 35 a 44 años;2022;61
Mujeres;Gomera, La;De 35 a 44 años;2021;47
Mujeres;Gomera, La;De 45 a 54 años;2023;54
Mujeres;Gomera, La;De 45 a 54 años;2022;57
Mujeres;Gomera, La;De 45 a 54 años;2021;31
Mujeres;Gomera, La;De 55 a 64 años;2023;66
Mujeres;Gomera, La;De 55 a 64 años;2022;55
Mujeres;Gomera, La;De 55 a 64 años;2021;58
Mujeres;Gomera, La;65 y más años;2023;44
Mujeres;Gomera, La;65 y más años;2022;41
Mujeres;Gomera, La;65 y más años;2021;44
Mujeres;Hierro, El;Total;2023;217
Mujeres;Hierro, El;Total;2022;236
Mujeres;Hierro, El;Total;2021;147
Mujeres;Hierro, El;De 0 a 15 años;2023;27
Mujeres;Hierro, El;De 0 a 15 años;2022;37
Mujeres;Hierro, El;De 0 a 15 años;2021;18
Mujeres;Hierro, El;De 16 a 24 años;2023;33
Mujeres;Hierro, El;De 16 a 24 años;2022;29
Mujeres;Hierro, El;De 16 a 24 años;2021;22
Mujeres;Hierro, El;De 25 a 34 años;2023;44
Mujeres;Hierro, El;De 25 a 34 años;2022;46
Mujeres;Hierro, El;De 25 a 34 años;2021;28
Mujeres;Hierro, El;De 35 a 44 años;2023;34
Mujeres;Hierro, El;De 35 a 44 años;2022;31
Mujeres;Hierro, El;De 35 a 44 años;2021;18
Mujeres;Hierro, El;De 45 a 54 años;2023;38
Mujeres;Hierro, El;De 45 a 54 años;2022;36
Mujeres;Hierro, El;De 45 a 54 años;2021;24
Mujeres;Hierro, El;De 55 a 64 años;2023;26
Mujeres;Hierro, El;De 55 a 64 años;2022;38
Mujeres;Hierro, El;De 55 a 64 años;2021;18
Mujeres;Hierro, El;65 y más años;2023;15
Mujeres;Hierro, El;65 y más años;2022;19
Mujeres;Hierro, El;65 y más años;2021;19
Mujeres;Palma, La;Total;2023;1.228
Mujeres;Palma, La;Total;2022;1.152
Mujeres;Palma, La;Total;2021;951
Mujeres;Palma, La;De 0 a 15 años;2023;173
Mujeres;Palma, La;De 0 a 15 años;2022;141
Mujeres;Palma, La;De 0 a 15 años;2021;120
Mujeres;Palma, La;De 16 a 24 años;2023;177
Mujeres;Palma, La;De 16 a 24 años;2022;153
Mujeres;Palma, La;De 16 a 24 años;2021;110
Mujeres;Palma, La;De 25 a 34 años;2023;217
Mujeres;Palma, La;De 25 a 34 años;2022;199
Mujeres;Palma, La;De 25 a 34 años;2021;137
Mujeres;Palma, La;De 35 a 44 años;2023;184
Mujeres;Palma, La;De 35 a 44 años;2022;157
Mujeres;Palma, La;De 35 a 44 años;2021;139
Mujeres;Palma, La;De 45 a 54 años;2023;174
Mujeres;Palma, La;De 45 a 54 años;2022;172
Mujeres;Palma, La;De 45 a 54 años;2021;131
Mujeres;Palma, La;De 55 a 64 años;2023;162
Mujeres;Palma, La;De 55 a 64 años;2022;179
Mujeres;Palma, La;De 55 a 64 años;2021;162
Mujeres;Palma, La;65 y más años;2023;141
Mujeres;Palma, La;65 y más años;2022;151
Mujeres;Palma, La;65 y más años;2021;152
Mujeres;Tenerife;Total;2023;14.273
Mujeres;Tenerife;Total;2022;14.913
Mujeres;Tenerife;Total;2021;10.713
Mujeres;Tenerife;De 0 a 15 años;2023;2.030
Mujeres;Tenerife;De 0 a 15 años;2022;2.122
Mujeres;Tenerife;De 0 a 15 años;2021;1.248
Mujeres;Tenerife;De 16 a 24 años;2023;2.036
Mujeres;Tenerife;De 16 a 24 años;2022;2.107
Mujeres;Tenerife;De 16 a 24 años;2021;1.473
Mujeres;Tenerife;De 25 a 34 años;2023;2.809
Mujeres;Tenerife;De 25 a 34 años;2022;2.948
Mujeres;Tenerife;De 25 a 34 años;2021;2.078
Mujeres;Tenerife;De 35 a 44 años;2023;2.449
Mujeres;Tenerife;De 35 a 44 años;2022;2.587
Mujeres;Tenerife;De 35 a 44 años;2021;1.602
Mujeres;Tenerife;De 45 a 54 años;2023;1.977
Mujeres;Tenerife;De 45 a 54 años;2022;2.051
Mujeres;Tenerife;De 45 a 54 años;2021;1.448
Mujeres;Tenerife;De 55 a 64 años;2023;1.565
Mujeres;Tenerife;De 55 a 64 años;2022;1.643
Mujeres;Tenerife;De 55 a 64 años;2021;1.362
Mujeres;Tenerife;65 y más años;2023;1.407
Mujeres;Tenerife;65 y más años;2022;1.455
Mujeres;Tenerife;65 y más años;2021;1.502
Mujeres;07 Balears, Illes;Total;2023;21.418
Mujeres;07 Balears, Illes;Total;2022;21.874
Mujeres;07 Balears, Illes;Total;2021;15.011
Mujeres;07 Balears, Illes;De 0 a 15 años;2023;2.682
Mujeres;07 Balears, Illes;De 0 a 15 años;2022;2.957
Mujeres;07 Balears, Illes;De 0 a 15 años;2021;1.968
Mujeres;07 Balears, Illes;De 16 a 24 años;2023;3.408
Mujeres;07 Balears, Illes;De 16 a 24 años;2022;3.284
Mujeres;07 Balears, Illes;De 16 a 24 años;2021;2.141
Mujeres;07 Balears, Illes;De 25 a 34 años;2023;5.350
Mujeres;07 Balears, Illes;De 25 a 34 años;2022;5.464
Mujeres;07 Balears, Illes;De 25 a 34 años;2021;3.294
Mujeres;07 Balears, Illes;De 35 a 44 años;2023;4.095
Mujeres;07 Balears, Illes;De 35 a 44 años;2022;4.331
Mujeres;07 Balears, Illes;De 35 a 44 años;2021;2.824
Mujeres;07 Balears, Illes;De 45 a 54 años;2023;2.753
Mujeres;07 Balears, Illes;De 45 a 54 años;2022;2.811
Mujeres;07 Balears, Illes;De 45 a 54 años;2021;2.047
Mujeres;07 Balears, Illes;De 55 a 64 años;2023;1.718
Mujeres;07 Balears, Illes;De 55 a 64 años;2022;1.712
Mujeres;07 Balears, Illes;De 55 a 64 años;2021;1.359
Mujeres;07 Balears, Illes;65 y más años;2023;1.412
Mujeres;07 Balears, Illes;65 y más años;2022;1.315
Mujeres;07 Balears, Illes;65 y más años;2021;1.378
Mujeres;Formentera;Total;2023;254
Mujeres;Formentera;Total;2022;215
Mujeres;Formentera;Total;2021;147
Mujeres;Formentera;De 0 a 15 años;2023;23
Mujeres;Formentera;De 0 a 15 años;2022;11
Mujeres;Formentera;De 0 a 15 años;2021;8
Mujeres;Formentera;De 16 a 24 años;2023;31
Mujeres;Formentera;De 16 a 24 años;2022;35
Mujeres;Formentera;De 16 a 24 años;2021;23
Mujeres;Formentera;De 25 a 34 años;2023;64
Mujeres;Formentera;De 25 a 34 años;2022;50
Mujeres;Formentera;De 25 a 34 años;2021;26
Mujeres;Formentera;De 35 a 44 años;2023;59
Mujeres;Formentera;De 35 a 44 años;2022;47
Mujeres;Formentera;De 35 a 44 años;2021;41
Mujeres;Formentera;De 45 a 54 años;2023;38
Mujeres;Formentera;De 45 a 54 años;2022;33
Mujeres;Formentera;De 45 a 54 años;2021;24
Mujeres;Formentera;De 55 a 64 años;2023;26
Mujeres;Formentera;De 55 a 64 años;2022;15
Mujeres;Formentera;De 55 a 64 años;2021;16
Mujeres;Formentera;65 y más años;2023;13
Mujeres;Formentera;65 y más años;2022;24
Mujeres;Formentera;65 y más años;2021;9
Mujeres;Ibiza;Total;2023;3.256
Mujeres;Ibiza;Total;2022;3.364
Mujeres;Ibiza;Total;2021;2.792
Mujeres;Ibiza;De 0 a 15 años;2023;366
Mujeres;Ibiza;De 0 a 15 años;2022;364
Mujeres;Ibiza;De 0 a 15 años;2021;319
Mujeres;Ibiza;De 16 a 24 años;2023;431
Mujeres;Ibiza;De 16 a 24 años;2022;441
Mujeres;Ibiza;De 16 a 24 años;2021;280
Mujeres;Ibiza;De 25 a 34 años;2023;957
Mujeres;Ibiza;De 25 a 34 años;2022;959
Mujeres;Ibiza;De 25 a 34 años;2021;684
Mujeres;Ibiza;De 35 a 44 años;2023;696
Mujeres;Ibiza;De 35 a 44 años;2022;769
Mujeres;Ibiza;De 35 a 44 años;2021;603
Mujeres;Ibiza;De 45 a 54 años;2023;433
Mujeres;Ibiza;De 45 a 54 años;2022;429
Mujeres;Ibiza;De 45 a 54 años;2021;422
Mujeres;Ibiza;De 55 a 64 años;2023;217
Mujeres;Ibiza;De 55 a 64 años;2022;241
Mujeres;Ibiza;De 55 a 64 años;2021;233
Mujeres;Ibiza;65 y más años;2023;156
Mujeres;Ibiza;65 y más años;2022;161
Mujeres;Ibiza;65 y más años;2021;251
Mujeres;Mallorca;Total;2023;16.442
Mujeres;Mallorca;Total;2022;16.906
Mujeres;Mallorca;Total;2021;11.053
Mujeres;Mallorca;De 0 a 15 años;2023;2.105
Mujeres;Mallorca;De 0 a 15 años;2022;2.412
Mujeres;Mallorca;De 0 a 15 años;2021;1.490
Mujeres;Mallorca;De 16 a 24 años;2023;2.701
Mujeres;Mallorca;De 16 a 24 años;2022;2.606
Mujeres;Mallorca;De 16 a 24 años;2021;1.708
Mujeres;Mallorca;De 25 a 34 años;2023;3.996
Mujeres;Mallorca;De 25 a 34 años;2022;4.115
Mujeres;Mallorca;De 25 a 34 años;2021;2.416
Mujeres;Mallorca;De 35 a 44 años;2023;3.062
Mujeres;Mallorca;De 35 a 44 años;2022;3.260
Mujeres;Mallorca;De 35 a 44 años;2021;1.998
Mujeres;Mallorca;De 45 a 54 años;2023;2.097
Mujeres;Mallorca;De 45 a 54 años;2022;2.160
Mujeres;Mallorca;De 45 a 54 años;2021;1.437
Mujeres;Mallorca;De 55 a 64 años;2023;1.339
Mujeres;Mallorca;De 55 a 64 años;2022;1.322
Mujeres;Mallorca;De 55 a 64 años;2021;999
Mujeres;Mallorca;65 y más años;2023;1.142
Mujeres;Mallorca;65 y más años;2022;1.031
Mujeres;Mallorca;65 y más años;2021;1.005
Mujeres;Menorca;Total;2023;1.466
Mujeres;Menorca;Total;2022;1.389
Mujeres;Menorca;Total;2021;1.019
Mujeres;Menorca;De 0 a 15 años;2023;188
Mujeres;Menorca;De 0 a 15 años;2022;170
Mujeres;Menorca;De 0 a 15 años;2021;151
Mujeres;Menorca;De 16 a 24 años;2023;245
Mujeres;Menorca;De 16 a 24 años;2022;202
Mujeres;Menorca;De 16 a 24 años;2021;130
Mujeres;Menorca;De 25 a 34 años;2023;333
Mujeres;Menorca;De 25 a 34 años;2022;340
Mujeres;Menorca;De 25 a 34 años;2021;168
Mujeres;Menorca;De 35 a 44 años;2023;278
Mujeres;Menorca;De 35 a 44 años;2022;255
Mujeres;Menorca;De 35 a 44 años;2021;182
Mujeres;Menorca;De 45 a 54 años;2023;185
Mujeres;Menorca;De 45 a 54 años;2022;189
Mujeres;Menorca;De 45 a 54 años;2021;164
Mujeres;Menorca;De 55 a 64 años;2023;136
Mujeres;Menorca;De 55 a 64 años;2022;134
Mujeres;Menorca;De 55 a 64 años;2021;111
Mujeres;Menorca;65 y más años;2023;101
Mujeres;Menorca;65 y más años;2022;99
Mujeres;Menorca;65 y más años;2021;113
